29.9453 29.5858 29.8128 29.3672 29.7941 29.5292 29.3421 29.6558 29.7707 29.0845 29.2 29.5266 29.8895 29.0428 29.8076 29.4911 29.8438 29.2168 29.8314 29.4734 29.5498 29.4716 29.0308 29.842
29.6867 29.7731 29.3832 29.7429 29.149 29.5786 29.5594 29.3478 29.8765 29.7981 29.2516 29.6271 29.0352 29.3231 29.8468 29.5143 29.4161 29.5721 29.8417 29.1528 29.8387 29.1494 29.9706 29.5935
29.023 29.1643 29.2358 29.6342 29.1254 29.4787 29.6836 29.8745 29.9404 29.3399 29.9924 29.5511 29.9055 29.5613 29.6966 29.2941 29.0964 29.0195 29.7316 29.0263 29.9538 29.1745 29.2394 29.9343
29.1011 29.0922 29.0661 29.4561 29.6422 29.9771 29.4576 29.4571 29.0532 29.4997 29.7664 29.7074 29.4708 29.2682 29.6865 29.3181 29.636 29.6015 29.245 29.5355 29.5628 29.3894 29.942 29.5704
29.8126 29.4397 29.7547 29.1729 29.3729 29.673 29.7346 29.3125 29.1165 29.5766 29.8791 29.5116 29.5735 29.5347 29.2935 29.896 29.1745 29.6226 29.4563 29.8441 29.1701 29.0712 29.0171 29.7746
29.887 29.1931 29.5434 29.7634 29.1178 29.4308 29.1765 29.5516 29.559 29.5183 29.5625 29.896 29.0913 29.2635 29.5561 29.2112 29.1547 29.5825 29.3274 29.5928 29.6412 29.5599 29.3334 29.3385
29.9153 29.4155 29.648 29.2063 29.6048 29.2746 29.5447 29.322 29.5332 29.4111 29.8077 29.9495 29.0037 29.7321 29.2474 29.5829 29.5927 29.3017 29.6101 29.051 29.3499 29.5968 29.9397 29.0705
29.7225 29.3743 29.8448 29.3906 29.8658 29.3817 29.2276 29.6092 29.1131 29.6304 29.7012 29.9008 29.9159 29.8612 29.0555 29.7087 29.3822 29.0399 29.7315 29.7981 29.237 29.6926 29.3122 29.1221
29.0296 29.7869 29.0849 29.1811 29.9721 29.3023 29.0636 29.9144 29.0332 29.1767 29.6241 29.4596 29.26 29.0814 29.5127 29.5576 29.0544 29.4883 29.5449 29.8475 29.7033 29.0692 29.66 29.9599
29.991 29.1712 29.2985 29.9096 29.4485 29.3613 29.1881 29.5609 29.942 29.651 29.3672 29.158 29.5793 29.4398 29.1784 29.2771 29.9606 29.5715 29.5497 29.4706 29.7379 29.8848 29.6844 29.5153
29.5401 29.4578 29.0831 29.064 29.3525 29.0062 29.643 29.0836 29.1693 29.2538 29.2029 29.4039 29.8017 29.773 29.1626 29.3245 29.741 29.3542 29.9601 29.8041 29.6792 29.6028 29.0056 29.2488
29.7527 29.4569 29.0441 29.8176 29.3821 29.6872 29.9766 29.8246 29.722 29.7878 29.3325 29.7032 29.8236 29.9463 29.3122 29.6906 29.1672 29.7757 29.6587 29.9475 29.2556 29.2692 29.7429 29.3038
29.1778 29.9979 29.1715 29.6686 29.5784 29.0643 29.3763 29.7364 29.0924 29.7964 29.7714 29.727 29.0633 29.0157 29.7072 29.3545 29.7113 29.468 29.4676 29.3489 29.3268 29.5859 29.5866 29.5717
29.3468 29.4008 29.7286 29.3092 29.2001 29.9592 29.3991 29.3314 29.3324 29.0022 29.9509 29.9474 29.7115 29.4116 29.912 29.0333 29.6569 29.6304 29.5501 29.2131 29.7643 29.1028 29.2402 29.8707
29.2655 29.9963 29.1828 29.9859 29.7542 29.9952 29.6865 29.397 29.6565 29.7637 29.8651 29.9071 29.2794 29.0601 29.7484 29.1776 29.9606 29.5722 29.8792 29.5944 29.9368 29.658 29.1187 29.0722
29.0692 29.9366 29.3639 29.3461 29.5744 29.208 29.2939 29.4661 29.165 29.1032 29.5208 29.0192 29.1527 29.9124 29.4743 29.7487 29.6863 29.691 29.0467 29.7818 29.4562 29.3695 29.2209 29.3404
29.142 29.9128 29.3106 29.4709 29.9668 29.8469 29.2432 29.3501 29.7561 29.3887 29.2611 29.4257 29.1674 29.6448 29.1122 29.6485 29.8323 29.7021 29.5786 29.8352 29.1482 29.8612 29.5907 29.4167
29.748 29.7236 29.9768 29.5516 29.9268 29.8761 29.538 29.8732 29.9274 29.9686 29.442 29.4264 29.5268 29.145 29.3338 29.3382 29.6103 29.1964 29.3251 29.1431 29.1494 29.9476 29.6193 29.299
